id_turma,descricao_horario,id_componente_curricular,id_docente_interno,id_docente_externo,nivel_ensino,ano,periodo,noite34,noite12,tarde56,tarde34,tarde12,manha56,manha34,manha12,sabado,aulas,alunos,media_faltas,media_alunos,APROVADO,APROVADO POR NOTA,REPROVADO POR MÃDIA E POR FALTAS,REPROVADO,CANCELADO,TRANCADO,REPROVADO POR NOTA,REPROVADO POR FALTAS,REPROVADO POR NOTA E FALTA,CUMPRIU,DESISTENCIA,TRANSFERIDO
57588262,2T123 4T12,22938,21925.0,,GRADUAÇÃO,2016,2,False,False,False,True,True,False,False,False,False,93,19,0.20556609740689413,6.1235294117647046,0.4117647058823529,0.4117647058823529,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219100,35T34,25798,5484636.0,,GRADUAÇÃO,2014,1,False,False,False,True,False,False,False,False,False,74,28,0.0,8.359999999999998,0.8857142857142857,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57574170,"5T5634 (01/02/2016 - 15/04/2016), 4M3456 (16/04/2016 - 22/04/2016),  5T5634 (23/04/2016 - 18/06/2016)",46346,5757742.0,,GRADUAÇÃO,2016,1,False,False,True,True,False,False,False,False,False,80,41,0.06036585365853659,9.434146341463414,0.9512195121951219,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233016,5N1234,24885,20791.0,,GRADUAÇÃO,2014,2,True,True,False,False,False,False,False,False,False,72,29,0.0,7.131034482758621,0.8275862068965517,0.0,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232181,5T12 (16/10/2014 - 20/11/2014),53757,5756591.0,,GRADUAÇÃO,2014,2,False,False,False,False,True,False,False,False,False,12,11,0.0,8.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222916,2N1234,2038931,5752839.0,,GRADUAÇÃO,2014,1,True,True,False,False,False,False,False,False,False,72,46,0.0,8.327272727272728,0.9772727272727273,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57564171,3N1234,21171,25708.0,,GRADUAÇÃO,2015,2,True,True,False,False,False,False,False,False,False,84,38,0.09216589861743552,7.512903225806449,0.7096774193548387,0.16129032258064516,0.0,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231116,3T5634,20684,5755435.0,,GRADUAÇÃO,2014,2,False,False,True,True,False,False,False,False,False,72,27,0.09374999999999584,7.8500000000000005,0.9166666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57600313,2M456 4M23456  3T2345 (10/04/2017 - 28/05/2017),61212,5756241.0,,GRADUAÇÃO,2017,1,False,False,True,True,True,True,True,True,False,81,8,0.0,8.614285714285712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57598507,24N34,41834,24367.0,,GRADUAÇÃO,2017,1,True,False,False,False,False,False,False,False,False,74,13,0.0,8.538461538461538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
